454,5196,THE DEPOT CORALVILLE,100 E  OAKDALE BLVD,CORALVILLE,52241,POINT (-91.561876 41.701512),52,JOHNSON
455,3943,GOOD AND QUICK CO,519 LINCOLNWAY,NEVADA,50201,POINT (-93.464816 42.022781),85,STORY
456,2627,HY-VEE WINE & SPIRITS #1 / MLK,3424 MARTIN LUTHER KING JR PKW,DES MOINES,50310,POINT (-93.65129 41.626668),77,POLK
457,5051,OASIS,630 SW  9TH ST,DES MOINES,50309,POINT (-93.624735 41.575661),77,POLK
458,4898,BURLINGTON SHELL,130  S ROOSEVELT AVE,BURLINGTON,52601,POINT (-91.140986 40.808239),29,DES MOINES
459,4152,FOOD LAND SUPER MARKETS,407 W HURON,MISSOURI VALLEY,51555,POINT (-95.899346 41.557404),43,HARRISON
460,4940,CAMBRIDGE COUNTRY STORE,301 WATER ST,CAMBRIDGE,50046,POINT (-93.529231 41.899481),77,POLK
461,3877,TARGET STORE T-2041 / DES MOINES,5901 DOUGLAS AVE,DES MOINES,50322,POINT (-93.699209 41.629529),77,POLK
462,4810,KUM & GO #518 / ANKENY,3603 NE OTTERVIEW CIRCLE,ANKENY,50021,POINT (-93.572458 41.760989),77,POLK
463,4301,SAHOTA FOOD MART,1805 SE 14TH ST,DES MOINES,50320,POINT (-93.59684900000002 41.57222),77,POLK
464,4265,KWIK STOP 3 / WATERLOO,1104 WASHINGTON ST,WATERLOO,50702,POINT (-92.336965 42.489106),7,BLACK HAWK
465,3456,QUICK SHOP / CLEAR LAKE,904 N 8TH ST,CLEAR LAKE,50428,POINT (-93.378772 43.142868),17,CERRO GORD
466,9001,CEDAR RIDGE VINEYARDS,1441 MARAK RD NW,SWISHER,52338,POINT (-91.67737 41.8321),52,JOHNSON
467,4603,KUM & GO #208 / SE 14TH DM,3200 SE 14TH ST,DES MOINES,50320,POINT (-93.596916 41.555041),77,POLK
468,2622,HY-VEE FOOD STORE / IOWA CITY,1125 N DODGE ST,IOWA CITY,52240,POINT (-91.518868 41.676095),52,JOHNSON
469,5282,YESWAY STORE # 10019/ MASON CITY,1224 FEDERAL AVE N,MASON CITY,50401,POINT (-93.201061 43.163367),17,CERRO GORD
470,2527,HY-VEE FOOD STORE #5 / DES MOINES,1107 SE ARMY POST RD,DES MOINES,50315,POINT (-93.602372 41.526289),77,POLK
471,4273,SMOKIN' JOE'S #4 TOBACCO AND LIQUOR OUTLET,2800 E UNIVERSITY AVE,DES MOINES,50317,POINT (-93.562106 41.600564),77,POLK
472,5042,SUPER STOP III / DUBUQUE,1101 RHOMBERG AVE,DUBUQUE,52001,POINT (-90.660269 42.519502),31,DUBUQUE
473,5467,CASEY'S GENERAL STORE #95 / DEXTER,803 STATE ST,DEXTER,50070,POINT (-94.22772 41.518101),25,DALLAS
474,2840,CVS PHARMACY #8633 / BETTENDORF,2002 SPRUCE HILLS DR,BETTENDORF,52722,POINT (-90.503814 41.550134),82,SCOTT
475,5431,BREW COFFEE WINE SPIRIT AND CIGARS,346 PLYMOUTH ST SW,LE MARS,51031,POINT (-96.171858 42.793075),75,PLYMOUTH
476,3682,JUMBO'S,110 E MAIN ST,WESLEY,50483,POINT (-93.990256 43.088341),55,KOSSUTH
477,4960,AJ'S LIQUOR III,2401 A CHAMBERLAIN ST,AMES,50010,POINT (-93.648959 42.021456),85,STORY
478,4107,FAREWAY STORES #384 / BOONE,1711 HAWKEYE DR,BOONE,50036,POINT (-93.867439 42.037347),8,BOONE
479,5004,IDA GROVE FOOD PRIDE,200 SUSAN LAWRENCE DR,IDA GROVE,51445,,47,IDA
480,4895,BIG DISCOUNT LIQUOR,5427 CENTER POINT RD NE,CEDAR RAPIDS,52402,POINT (-91.668086 42.033480000000004),57,LINN
481,4183,FAREWAY STORES #589 / DECORAH,103 E MAIN,DECORAH,52101,POINT (-91.785286 43.303291),96,WINNESHIEK
482,3881,7 RAYOS LIQUOR STORE,120 E MAIN ST,MARSHALLTOWN,50158,POINT (-92.9104 42.049166),64,MARSHALL
483,2549,HY-VEE FOOD STORE / INDIANOLA,910 N JEFFERSON,INDIANOLA,50125,,91,WARREN
484,5081,CASEY'S GENERAL STORE #3035 / ATLANT,701 POPLAR ST,ATLANTIC,50022,POINT (-95.014425 41.403737),15,CASS
485,4794,SMOKIN' JOE'S #17 TOBACCO AND LIQUOR OUTLET,110 S ROOSEVELT HWY 61,BURLINGTON,52601,POINT (-91.141203 40.80943700000001),29,DES MOINES
486,5490,ROCKWELL AREA MARKET,202 4TH ST NORTH,ROCKWELL,50469,POINT (-93.188172 42.986351000000006),17,CERRO GORD
487,5173,AUDUBON FOOD LAND,104 MARKET ST,AUDUBON,50025,POINT (-94.93625 41.723057),5,AUDUBON
488,4452,SELECT MART    GORDON DR,2825 GORDON DR,SIOUX CITY,51105,POINT (-96.372014 42.489632),97,WOODBURY
489,4617,LICKETY LIQUOR,2501 HUBBELL AVE,DES MOINES,50317,POINT (-93.570489 41.607817),77,POLK
490,5116,NEW STAR MART  /  NEWTON,702  1ST AVE E,NEWTON,50702,POINT (-93.04551500000001 41.69943),94,WEBSTER
491,3484,JEFF'S FOODS,110 W CEDAR ST,MARCUS,51035,POINT (-95.808579 42.825681),18,CHEROKEE
492,2644,HY-VEE FORT DODGE WINE AND SPIRITS,1511 2ND AVE NORTH,FORT DODGE,50501,POINT (-94.177165 42.508344),94,WEBSTER
493,4491,CASEY'S GENERAL STORE #2772 / CEDAR RAPIDS,3349 MT VERNON RD SE,CEDAR RAPIDS,52403,POINT (-91.619027 41.976807),57,LINN
494,3981,WAL-MART 1152 / SIOUX CENTER,255 16TH ST SW,SIOUX CENTER,51250,POINT (-96.179835 43.060881),84,SIOUX
495,4805,LIQUOR TOBACCO & GROCERY / FORT DODGE,902 1ST AVE N,FORT DODGE,50501,POINT (-94.186138 42.506332),94,WEBSTER
496,5315,BROTHER'S MARKET WINE AND SPIRITS,110 SOUTH MAIN STREET,SIGOURNEY,52591,POINT (-92.20510500000002 41.333293),54,KEOKUK
497,2545,HY-VEE DRUGSTORE / IOWA CITY,310 N 1ST ST,IOWA CITY,52245,POINT (-91.528105 42.207428),52,JOHNSON
498,4172,SHAMROCK SPIRITS,1204 WATER ST PO BOX 177,ALDEN,50006,POINT (-93.376271 42.520423),42,HARDIN
499,4887,KUM & GO #66 / WEST DES MOINES,5308 UNIVERSITY AVE,WEST DES MOINES,50266,POINT (-93.778685 41.60046),77,POLK
500,4027,WAL-MART 1621 / CENTERVILLE,23148 HWY 5,CENTERVILLE,52544,POINT (-92.867849 40.70856),4,APPANOOSE
501,3980,WAL-MART 1721 / IOWA CITY,919 HWY 1 WEST,IOWA CITY,52246,POINT (-91.552125 41.646646),52,JOHNSON
502,2465,SID'S BEVERAGE SHOP,2727 DODGE ST,DUBUQUE,52003,POINT (-90.705328 42.491862),31,DUBUQUE
503,4135,FAREWAY STORES #925 / ALTOONA,620 SE 8TH ST,ALTOONA,50009,POINT (-93.458606 41.644082000000004),77,POLK
504,4382,KUM & GO #8 / 8TH ST / WDM,1293 8TH AVE,WEST DES MOINES,50265,,77,POLK
505,2553,HY-VEE FOOD STORE / CRESTON,600 SHELDON,CRESTON,50801,POINT (-94.372552 41.051462),88,UNION
506,4988,HAPPY'S WINE & SPIRITS,5925 UNIVERSITY AVE,CEDAR FALLS,50613,POINT (-92.429331 42.512766),7,BLACK HAWK
507,4024,WAL-MART 1546 / IOWA FALLS,840 S OAK,IOWA FALLS,50126,POINT (-93.262446 42.503407),42,HARDIN
508,4070,GRIEDER BEVERAGE DEPOT,708  13TH ST,BELLE PLAINE,52208,POINT (-92.278 41.897054),6,BENTON
509,4453,SID'S GAS AND GROCERIES,1116  HWY 69 SOUTH,FOREST CITY,50436,POINT (-93.637202 43.24898100000001),95,WINNEBAGO
510,5350,CASEY'S GENERAL STORE # 3562/ MARION,680 LINDALE DR.,MARION,52302,POINT (-91.621476 42.033645),57,LINN
511,2445,RUBACK'S FOOD CENTER,504 SOUTH HIGHWAY,OAKLAND,51560,,78,POTTAWATTA
512,2656,HY-VEE FOOD STORE / CORNING,300  10TH ST,CORNING,51632,POINT (-94.731809 40.991861),22,CLAYTON
513,3465,HOMETOWN FOODS / PANORA,601 E MAIN,PANORA,50216,POINT (-94.357201 41.69182),39,GUTHRIE
514,2843,CVS PHARMACY #8526 / CEDAR RAPIDS,4116 CENTER POINTE RD,CEDAR RAPIDS,52402,POINT (-91.665139 42.020729),57,LINN
515,2806,OSCO #881 / CLINTON,1307 N SECOND,CLINTON,52732,POINT (-90.184797 41.858932),23,CLINTON
516,3857,QUILLINS FOOD RANCH / WAUKON,9TH ST SW B,WAUKON,52172,,3,ALLAMAKEE
517,5187,KWIK STOP LIQUOR & GROCERIES AMES,125 6TH ST,AMES,50010,POINT (-93.611773 42.026938),85,STORY
518,2562,HY-VEE FOOD STORE / FORT DODGE,115 SOUTH 29TH ST,FORT DODGE,50501,POINT (-94.15824700000002 42.504742),94,WEBSTER
519,4171,BROTHERS MARKET  INC. / CASCADE,105 SE NIXON ST,CASCADE,52033,POINT (-90.993859 42.3036),31,DUBUQUE
520,5179,BAXTER FAMILY MARKET,103  N  MAIN ST,BAXTER,50028,POINT (-93.151465 41.826715),50,JASPER
521,3488,BENDER'S FOODS,400 S SECOND,BELLEVUE,52031,POINT (-90.42292 42.255449),49,JACKSON
522,5444,MARSHALL BEER WINE SPIRITS,11 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908013 42.050021),64,MARSHALL
523,4023,WAL-MART 1389 / BOONE,1515 SE MARSHALL ST,BOONE,50036,POINT (-93.869892 42.035093),8,BOONE
524,4897,GASLAND #102 / BURLINGTON,1703 MT PLEASANT ST,BURLINGTON,52601,POINT (-91.121931 40.819885),29,DES MOINES
525,4628,OELWEIN BOTTLE AND CAN INC.,137 2ND AVE SE,OELWEIN,50662,POINT (-91.910523 42.67564),33,FAYETTE
526,5493,SWILS,200 E OAK ST,RED OAK,51566,POINT (-95.230032 41.016691),69,MONTGOMERY
527,4324,DAYTON COMMUNITY GROCERY,22 NORTH MAIN,DAYTON,50530,POINT (-94.068439 42.26168),94,WEBSTER
528,2594,HY-VEE FOOD STORE / SIOUX CITY,4500 SERGEANT ROAD,SIOUX CITY,51106,POINT (-96.346969 42.447396),97,WOODBURY
529,2672,HY-VEE / WINTERSET,923 N  1ST ST,WINTERSET,50273,POINT (-94.013482 41.342665),61,MADISON
530,4891,SCHOTTSY'S LIQUOR,109 5TH ST,SIBLEY,51249,POINT (-95.759943 43.403935),72,OSCEOLA
531,2601,HY-VEE FOOD STORE / FAIRFIELD,1300 WEST BURLINGTON AVE,FAIRFIELD,52556,POINT (-91.978702 41.006456),51,JEFFERSON
532,4204,FAREWAY STORES #025 / CLINTON,1350 11TH ST NW,CLINTON,52733,POINT (-90.211315 41.860978),23,CLINTON
533,4137,FAREWAY STORES #989 / WAUKEE,200 SE LAUREL ST,WAUKEE,50263,POINT (-93.86786 41.614033),25,DALLAS
534,4186,H AND A MINI MART /BP,5901 FLEUR DR,DES MOINES,50321,POINT (-93.644946 41.531145),77,POLK
535,4505,CASEY'S GENERAL STORE #2816 / JOHNSTON,6417 NORTHGLEN DR,JOHNSTON,50131,POINT (-93.706058 41.687924),77,POLK
536,4436,KUM & GO #216  AMES,203 WELCH AVE,AMES,50010,POINT (-93.650125 42.021236),85,STORY
537,3710,NEW YORK DOLLAR STORE,219 MAIN ST,COLUMBUS JUNCTION,52738,POINT (-91.360496 41.279559),58,LOUISA
538,4373,KUM & GO #74 / WEST DES MOINES,141 S JORDAN CREEK PKWY,WEST DES MOINES,50266,POINT (-93.809458 41.567246),77,POLK
539,3890,SMOKIN' JOE'S #7 TOBACCO AND LIQUOR OUTLET,904  1ST AVE NW,CEDAR RAPIDS,52405,POINT (-91.683669 41.972773),57,LINN
540,4531,CASEY'S GENERAL STORE #2626 / AFTON,501 N DOUGLAS ST,AFTON,50830,POINT (-94.197613 41.031441),88,UNION
541,4166,JESUP FOOD CENTER,1314  7TH ST,JESUP,50648,POINT (-92.062259 42.469327),10,BUCHANAN
542,4361,QUIK TRIP #538 / NW 2ND / DSM,4575 NW 2ND,DES MOINES,50313,POINT (-93.619906 41.643664),77,POLK
543,4126,SAM'S MAINSTREET MARKET / SOLON,123 E MAIN ST,SOLON,52333,POINT (-91.494611 41.807199),52,JOHNSON
544,4973,QUILLINS QUALITY FOODS WEST UNION,303  HWY 150 N,WEST UNION,52175,POINT (-91.814402 42.965065),33,FAYETTE
545,5058,KUM & GO #542 / URBANDALE,11989 HICKMAN RD,URBANDALE,50323,POINT (-93.781444 41.614946),77,POLK
546,5144,SAM'S CLUB 6979 / ANKENY,4625 SE DELAWARE AVE,ANKENY,50021,POINT (-93.581273 41.691),77,POLK
547,5269,LEFTY'S CONVENIENCE STORE INC,105  MAIN ST,ALBURNETT,52202,POINT (-91.618537 42.148),57,LINN
548,2579,HY-VEE FOOD STORE / GRINNELL,320 WEST STREET SOUTH,GRINNELL,50112,POINT (-92.727343 41.7283),79,POWESHIEK
549,5482,IOWA MINI MART,234 W 3RD ST,DAVENPORT,52801,POINT (-90.576054 41.522413),82,SCOTT
550,4197,FAREWAY STORES #014 / SERGEANT BLUFF,700  1ST ST,SERGEANT BLUFF,51054,POINT (-96.353078 42.400504),97,WOODBURY
551,3494,SAM'S CLUB 6514 / WATERLOO,210 EAST TOWER PARK DR,WATERLOO,50702,POINT (-92.353103 42.456374),7,BLACK HAWK
552,5293,THE BOONEDOCKS,228  N HWY 71,ARNOLDS PARK,51331,POINT (-95.125928 43.370941),30,DICKINSON
553,5369,BORMANNS NEIGHBORHOOD PITSTOP  LLC,802 S RIVERVIEW ST,BELLEVUE,52031,POINT (-90.420558 42.252688),49,JACKSON
554,3726,WAL-MART 1285 / OTTUMWA,1940 VENTURE DR,OTTUMWA,52501,POINT (-92.456896 41.01455),90,WAPELLO
555,3763,MAIN STREET LIQUORS / HAWARDEN,911 CENTRAL AVE,HAWARDEN,51023,POINT (-96.48518900000002 42.996100000000006),84,SIOUX
556,4461,QUIK TRIP #503 / WINDSOR HEIGHTS,7220 HICKMAN RD,WINDSOR HEIGHTS,50324,POINT (-93.717442 41.614647),77,POLK
557,4104,FAREWAY STORES #491 / MASON CITY,400 NORTH DELAWARE AVE,MASON CITY,50401,POINT (-93.199494 43.155945),17,CERRO GORD
558,3514,KAREN'S SPIRITS AND WINE,328  2ND AVE S,FORT DODGE,50501,POINT (-94.192501 42.502311),94,WEBSTER
559,2556,HY-VEE WINE AND SPIRITS / ESTHERVILLE,1033 CENTRAL AVENUE,ESTHERVILLE,51334,POINT (-94.829962 43.402096),32,EMMET
560,5208,OLSEN'S BP,110  LOCUST ST,ATLANTIC,50022,POINT (-95.015685 41.409214),15,CASS
561,9013,IOWA DISTILLING COMPANY,4349 CUMMING AVE.,CUMMING,50061,POINT (-93.762456 41.483192),91,WARREN
562,4760,WALGREENS #07455 / WATERLOO,111 W RIDGEWAY AVE,WATERLOO,50701,POINT (-92.357476 42.469401),7,BLACK HAWK
563,3565,HARTIG DRUG STORE #10 / IOWA CITY,701 MORMON TREK BLVD,IOWA CITY,52246,POINT (-91.574025 41.651984),52,JOHNSON
564,5360,SUPER SAVER LIQUOR,1610 ROCKINGHAM RD,DAVENPORT,52802,POINT (-90.599327 41.520231),82,SCOTT
565,4942,EAST VILLAGE PANTRY,333 E GRAND AVE,DES MOINES,50309,POINT (-93.613492 41.590253),77,POLK
566,4205,FAREWAY STORES #467 / MARSHALLTOWN,102 WEST ANSON ST,MARSHALLTOWN,50158,POINT (-92.914409 42.038157000000005),64,MARSHALL
567,2848,CVS PHARMACY #10114 / ANKENY,104 E FIRST ST,ANKENY,50023,,77,POLK
568,4503,CASEY'S GENERAL STORE #38 / TREYNOR,102 W MAIN ST,TREYNOR,51575,POINT (-95.617322 41.232472),78,POTTAWATTA
569,4601,KUM & GO #4110 / GUTHRIE DM,2110 GUTHRIE AVE,DES MOINES,50317,POINT (-93.578778 41.61508),77,POLK
570,2550,HY-VEE FOOD STORE / OSCEOLA,510 WEST MCLANE,OSCEOLA,50213,POINT (-93.77321 41.030569),20,CLARKE
571,5222,LEO1  /  CEDAR RAPIDS,1500  1ST  AVE NE,CEDAR RAPIDS,52402,POINT (-91.652082 41.988229),57,LINN
572,5559,W-MART,1205 & 1207 E LOCUST ST,DAVENPORT,52803,POINT (-90.55792100000001 41.5383),82,SCOTT
573,4818,DECORAH MART,303  COLLEGE DR,DECORAH,52101,POINT (-91.796988 43.307662),96,WINNESHIEK
574,5385,VINE FOOD & LIQUOR,2704 VINE ST.,WEST DES MOINES,50265,POINT (-93.741511 41.580206),77,POLK
575,4709,WALGREENS #12108 / AMES,2719 GRAND AVE,AMES,50010,POINT (-93.620635 42.048974),85,STORY
576,3782,BENDER FOODS / GUTTENBERG,619 S HWY 52,GUTTENBERG,52052,POINT (-91.100489 42.77964),22,CLAYTON
577,3664,SHADE TREE LIQUORS,90 10TH ST S,NORTHWOOD,50459,POINT (-93.218339 43.443739),98,WORTH
578,5080,C'S LIQUOR STORE,719 2ND AVE W,SPENCER,51301,POINT (-95.147741 43.14521),21,CLAY
579,4848,KUM & GO #246 / WINTERSET,111 E JEFFERSON ST,WINTERSET,50273,POINT (-94.012692 41.335457),61,MADISON
580,5198,RIVERSIDE LIQUOR,826 E RIVER DR,DAVENPORT,52803,POINT (-90.561741 41.524926),82,SCOTT
581,4514,CASEY'S GENERAL STORE #2813 / FORT DODGE,1230 3RD AVE NW,FORT DODGE,50501,POINT (-94.218425 42.515441),94,WEBSTER
582,5063,LOGAN CONVENIENCE STORE,735  LOGAN AVE,WATERLOO,50703,POINT (-92.337744 42.510453),7,BLACK HAWK
583,4203,LIQUOR AND TOBACCO OUTLET /,620 W BREMER AVE,WAVERLY,50677,POINT (-92.47898 42.725694),9,BREMER
584,4902,BROADWAY LIQUOR,821 BROADWAY ST,WATERLOO,50703,POINT (-92.345144 42.513772),7,BLACK HAWK
585,3644,WAL-MART 2764 / ALTOONA,3501  8TH ST SW,ALTOONA,50009,POINT (-93.505276 41.644195),77,POLK
586,4467,KUM & GO #438 / MUSCATINE,1429 PARK AVE,MUSCATINE,52761,POINT (-91.030595 41.441918),70,MUSCATINE
587,3859,WAL-MART 0750 / INDEPENDENCE,302 ENTERPRISE DR SW,INDEPENDENCE,50644,POINT (-91.892924 42.450709),10,BUCHANAN
588,5353,NEW STAR / PELLA,977 198TH PL.,PELLA,50219,POINT (-92.953534 41.38105500000001),63,MARION
589,5497,CASEY'S GENERAL STORE #3617 / GRINNELL,635 LANG CREEK AVE,GRINNELL,50112,POINT (-92.725708 41.699636),79,POWESHIEK
590,2652,HY-VEE DRUGSTORE / MASON CITY,875  4TH ST SW,MASON CITY,50401,POINT (-93.213856 43.148257),17,CERRO GORD
591,5528,NEW STAR / WATERLOO,315 FLETCHER AVE,WATERLOO,50702,POINT (-92.367142 42.489119),7,BLACK HAWK
592,3889,WAL-MART 1005 / WAVERLY,700  29 ST SW,WAVERLY,50677,POINT (-92.478899 42.70032100000001),9,BREMER
593,4867,SPEEDY GAS N SHOP,430 S 35TH ST,COUNCIL BLUFFS,51501,POINT (-95.902023 41.257663),78,POTTAWATTA
594,3993,NEW STAR LIQUOR / W 4TH S / WATERLOO,1625 WEST 4TH ST,WATERLOO,50701,,7,BLACK HAWK
595,5071,JEFF'S MARKET / DURANT,408 6TH AVE,DURANT,52747,POINT (-90.911744 41.600606),16,CEDAR
596,4599,QUIK TRIP #500 / HUBBELL DM,3700 HUBBELL AVE,DES MOINES,50317,,77,POLK
597,3354,SAM'S CLUB 8238 / DAVENPORT,3845 ELMORE AVE.,DAVENPORT,52807,POINT (-90.527081 41.559731),82,SCOTT
598,5193,CASEY'S GENERAL STORE #2518 / LOHRVI,404  LOCUST ST,LOHRVILLE,51453,POINT (-94.553651 42.267449),13,CALHOUN
599,5327,MEGA SAVER,3540 W BROADWAY,COUNCIL BLUFFS,51501,POINT (-95.903763 41.261907),78,POTTAWATTA
600,5466,SOUTHSIDE TOBACCO & LIQUOR,2424 SW 9TH ST #1,DES MOINES,50315,POINT (-93.624729 41.56373),77,POLK
601,5110,RAMSEY'S MARKET LIQUOR,200  N WALNUT ST,LENOX,50851,POINT (-94.560455 40.882645),87,TAYLOR
602,4021,WAL-MART 0985 / FAIRFIELD,2701 W BURLINGTON AVE,FAIRFIELD,52556,POINT (-91.993721 41.006375),51,JEFFERSON
603,5203,KIMMES COON RAPIDS COUNTRY STORE #12,516  HIGHWAY 141,COON RAPIDS,50058,POINT (-94.678374 41.865913),14,CARROLL
604,4734,WALGREENS #04973 / URBANDALE,7000 DOUGLAS AVE,URBANDALE,50322,POINT (-93.712815 41.629407),77,POLK
605,4559,OSAGE PAYLESS FOODS,633 CHASE ST,OSAGE,50461,POINT (-92.811539 43.285134),66,MITCHELL
606,2200,SAC LIQUOR STORE,619 E MAIN ST,SAC CITY,50583,POINT (-94.974011 42.421341),81,SAC
607,2595,HY-VEE WINE AND SPIRITS / DENISON,1620  4TH AVE  SOUTH,DENISON,51442,POINT (-95.348601 42.012395),24,CRAWFORD
608,4496,B P ON 1ST,2824  1ST AVE NE,CEDAR RAPIDS,52402,POINT (-91.634838 42.005867),57,LINN
609,3772,SHOP N SAVE #1 / MLK PKWY,2127 M L KING JR PKWY,DES MOINES,50314,,77,POLK
610,4346,ROY'S FOODLAND,105 PEARL ST,SHELLSBURG,52332,POINT (-91.869285 42.094155),6,BENTON
611,4271,FAREWAY STORES #827 / CENTERVILLE,305 S 18TH ST,CENTERVILLE,52544,POINT (-92.86793 40.73112),4,APPANOOSE
612,5517,MEPO FOODS / MEDIAPOLIS,111 WAPELLO ST N,MEDIAPOLIS,52637,POINT (-91.170033 41.008539),29,DES MOINES
613,5017,LANSING IGA,417 MAIN ST,LANSING,52151,POINT (-91.219222 43.36182),3,ALLAMAKEE
614,5092,KUM & GO #2035 / WEST DES MOINES,7265 VISTA DR,WEST DES MOINES,50265,POINT (-93.80783900000002 41.589057),77,POLK
615,4057,TEQUILA'S LIQUOR STORE,1434 DES MOINES ST STE 5,DES MOINES,50316,POINT (-93.59704 41.594713),77,POLK
616,4528,CASEY'S GENERAL STORE #1303 / MARSHALLTOWN,111 N 3RD AVE,MARSHALLTOWN,50158,POINT (-92.908032 42.051236),64,MARSHALL
617,5159,KIMMES ROCKWELL CITY COUNTRY STORE #,730  HIGH ST,ROCKWELL CITY,50579,POINT (-94.638843 42.39872),13,CALHOUN
618,5106,BARNES FOOD LAND,622 10TH  ST,DEWITT,52742,POINT (-90.540132 41.825139),23,CLINTON
619,4856,BROTHERS MARKET / LISBON,930 COMMERCIAL ST,LISBON,52253,POINT (-91.401062 41.918663),57,LINN
620,3963,TOBACCO HUT #14 / COUNCIL BLUFFS,1925 W BROADWAY,COUNCIL BLUFFS,51501,POINT (-95.873073 41.261866),78,POTTAWATTA
621,5529,BIG 10 MART,2100 JFK RD,DUBUQUE,52001,,31,DUBUQUE
622,5076,CUBBY'S SIOUX CITY,4200 S YORK ST,SIOUX CITY,51106,POINT (-96.371973 42.434257),97,WOODBURY
623,2575,HY-VEE FOOD STORE #1 / WATERLOO,2834 ANSBOROUGH AVE,WATERLOO,50702,POINT (-92.37662400000002 42.471767),7,BLACK HAWK
624,4490,CASEY'S GENERAL STORE #2766 / CEDAR RAPIDS,380 33RD AVE SW,CEDAR RAPIDS,52404,POINT (-91.67222100000001 41.944954),57,LINN
625,2582,HY-VEE #2 FOOD STORE / MASON CITY,551 S ILLINOIS AVE,MASON CITY,50401,POINT (-93.17114 43.14623),17,CERRO GORD
626,4626,KWIK SHOP #527 / COUNCIL BLUFFS,3632  AVENUE G,COUNCIL BLUFFS,51501,POINT (-95.90597 41.26363),78,POTTAWATTA
627,4627,CASEY'S GENERAL STORE #1388 / SULLY,807 1ST ST,SULLY,50251,POINT (-92.844307 41.581097),50,JASPER
628,3691,TARGET STORE T-1791 / URBANDALE,11148 PLUM DR,URBANDALE,50322,POINT (-93.769776 41.646972),77,POLK
629,3385,SAM'S CLUB 8162 / CEDAR RAPIDS,2605 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,POINT (-91.67969 42.031819),57,LINN
630,4438,KUM & GO #214  AMES,111 DUFF AVE,AMES,50010,POINT (-93.610396 42.023592),85,STORY
631,4500,CASEY'S GENERAL STORE #2788 / NORTH LIBERTY,595 N KANSAS AVE,NORTH LIBERTY,52317,POINT (-91.636952 41.751925),52,JOHNSON
632,4997,DOWNTOWN PANTRY,218  6TH AVE #101,DES MOINES,50309,POINT (-93.62452 41.585651),77,POLK
633,4932,B AND B WEST,3105 HUDSON RD,CEDAR FALLS,50613,POINT (-92.465838 42.509248),7,BLACK HAWK
634,4414,KUM & GO #23 / NEOLA,29356 298TH ST,NEOLA,51559,POINT (-95.612045 41.438788),78,POTTAWATTA
635,5286,SAUCE,108  COLLEGE,IOWA CITY,52240,,52,JOHNSON
636,4068,SA PETRO MART,136  1ST ST,WEST DES MOINES,50265,POINT (-93.703344 41.570743),77,POLK
637,5325,HOMETOWN FOODS / HUBBARD,210 E. MAPLE ST,HUBBARD,50122,POINT (-93.298266 42.305556),42,HARDIN
638,5156,CASEY'S GENERAL STORE #1020  / LE CL,210  JONES ST,LE CLAIRE,52753,POINT (-90.345923 41.598593),82,SCOTT
639,4375,KUM & GO #237 / GRIMES,801 N 1ST ST,GRIMES,50111,POINT (-94.498753 41.680108),77,POLK
640,2852,CVS PHARMACY #10329 / MERLE HAY,2303 MERLE HAY RD,DES MOINES,50310,POINT (-93.697742 41.615221),77,POLK
641,3997,WAL-MART 4606 / OSCEOLA,2400 COLLEGE DR,OSCEOLA,50213,POINT (-93.800214 41.024891000000004),20,CLARKE
642,3916,SMOKIN' JOE'S #5 TOBACCO AND LIQUOR OUTLET,1115 ALBIA RD,OTTUMWA,52501,POINT (-92.437224 41.009342),90,WAPELLO
643,5455,SUPER MART,701 S FREDERICK AVE,OELWEIN,50662,POINT (-91.913481 42.669128),33,FAYETTE
644,5566,EAST END LIQUOR & TOBACCO,3804 HUBBELL AVE,DES MOINES,50317,POINT (-93.541351 41.630849),77,POLK
645,3629,WAL-MART 1965 / COUNCIL BLUFFS,3200 MANAWA DR,COUNCIL BLUFFS,51503,,78,POTTAWATTA
646,4196,FAREWAY STORES #987 / DAVENPORT,1635 WEST 53RD ST,DAVENPORT,52806,POINT (-90.598191 41.574438),82,SCOTT
647,3813,CGI FOODS,104 NORTH FILLMORE,MOUNT AYR,50854,POINT (-94.238806 40.714826),80,RINGGOLD
648,5371,STATE FOOD MART,3715 STATE ST.,BETTENDORF,52722,POINT (-90.482018 41.528972),82,SCOTT
649,4371,KUM & GO #50 / WEST DES MOINES,745 S 51ST ST,WEST DES MOINES,50265,POINT (-93.77275 41.55871),77,POLK
650,4405,KUM & GO #92 / ANKENY,1025 E  1ST ST,ANKENY,50021,POINT (-93.58166 41.731869),77,POLK
651,5336,EXPRESS MART,4804 S HIGHWAY 61,MUSCATINE,52761,,70,MUSCATINE
652,4747,WALGREENS #11709 / DAVENPORT,1805 BRADY ST,DAVENPORT,52803,POINT (-90.57401 41.537795),82,SCOTT
653,5065,CIRCLE S GORDON DRIVE,2520 GORDON DR,SIOUX CITY,51106,POINT (-96.376341 42.489845),97,WOODBURY
654,3882,KWIK SHOP #579 / DAVENPORT,2805 TELEGRAPH RD,DAVENPORT,52802,,82,SCOTT
655,5149,B S MINI MART INC,1900  SUMMER ST,BURLINGTON,52601,POINT (-91.116076 40.789013),29,DES MOINES
656,5589,BEECHER LIQUOR / DUBUQUE,2013 CENTRAL AVE,DUBUQUE,52001,POINT (-90.670151 42.5116),31,DUBUQUE
